kitchen,bin,timestamp,date,hour,dayofweek,is_weekend,service,area_m2,capacity_seats,bin_volume_m3,volume,vol_max,vol_min,n_readings,delta_1h,delta_3h,mean_3h,hours_since_disposal,next_volume,increment_next_h,label,split,text_num,text_bucket
Kitchen 1,Paper,2019-02-06 23:00:00,2019-02-06,23,Wednesday,False,Dinner,58.15,50,0.08,25.65,32.0,12.0,60,0.10901639344262293,13.584426229508196,28.35255009107468,2.8333333333333335,22.829268292682926,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is wednesday at 23:00. The container is currently 25.6 percent full. Over the last hour the fill level changed by 0.1 points. Over the last three hours it changed by 13.6 points. The average fill level in the last three hours was 28.4 percent. The container was last emptied 3 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is wednesday late at night. The container is about a quarter full. Over the last hour the fill level stayed flat. Over the last three hours it rose. On average over the last three hours it was about a quarter full. The container was emptied less than three hours ago.
Kitchen 1,Paper,2019-02-07 00:00:00,2019-02-07,0,Thursday,False,Dinner,58.15,50,0.08,22.829268292682926,28.0,14.0,41,-2.820731707317073,-11.037398373983741,24.673417299746763,3.8333333333333335,12.242424242424242,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 00:00. The container is currently 22.8 percent full. Over the last hour the fill level changed by -2.8 points. Over the last three hours it changed by -11.0 points. The average fill level in the last three hours was 24.7 percent. The container was last emptied 4 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday late at night. The container is almost empty. Over the last hour the fill level dropped slightly. Over the last three hours it dropped. On average over the last three hours it was almost empty. The container was emptied earlier today.
Kitchen 1,Paper,2019-02-07 01:00:00,2019-02-07,1,Thursday,False,Dinner,58.15,50,0.08,12.242424242424242,17.0,11.0,33,-10.586844050258684,-13.298559364133133,20.240564178369056,4.833333333333333,14.05,1.8075757575757585,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 01:00. The container is currently 12.2 percent full. Over the last hour the fill level changed by -10.6 points. Over the last three hours it changed by -13.3 points. The average fill level in the last three hours was 20.2 percent. The container was last emptied 5 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday late at night. The container is almost empty. Over the last hour the fill level dropped sharply. Over the last three hours it dropped. On average over the last three hours it was almost empty. The container was emptied earlier today.
Kitchen 1,Paper,2019-02-07 02:00:00,2019-02-07,2,Thursday,False,Dinner,58.15,50,0.08,14.05,18.0,12.0,60,1.8075757575757585,-11.599999999999998,16.373897511702392,5.833333333333333,18.774193548387096,4.724193548387095,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 02:00. The container is currently 14.1 percent full. Over the last hour the fill level changed by 1.8 points. Over the last three hours it changed by -11.6 points. The average fill level in the last three hours was 16.4 percent. The container was last emptied 6 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday late at night. The container is almost empty. Over the last hour the fill level rose slightly. Over the last three hours it dropped. On average over the last three hours it was almost empty. The container was emptied earlier today.
Kitchen 1,Paper,2019-02-07 03:00:00,2019-02-07,3,Thursday,False,Dinner,58.15,50,0.08,18.774193548387096,20.0,17.0,62,4.724193548387095,-4.05507474429583,15.022205930270445,6.833333333333333,16.25,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 03:00. The container is currently 18.8 percent full. Over the last hour the fill level changed by 4.7 points. Over the last three hours it changed by -4.1 points. The average fill level in the last three hours was 15.0 percent. The container was last emptied 7 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday late at night. The container is almost empty. Over the last hour the fill level rose. Over the last three hours it dropped slightly. On average over the last three hours it was almost empty. The container was emptied earlier today.
Kitchen 1,Paper,2019-02-07 04:00:00,2019-02-07,4,Thursday,False,Dinner,58.15,50,0.08,16.25,17.0,16.0,56,-2.524193548387096,4.007575757575758,16.358064516129033,7.833333333333333,14.98360655737705,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 04:00. The container is currently 16.2 percent full. Over the last hour the fill level changed by -2.5 points. Over the last three hours it changed by 4.0 points. The average fill level in the last three hours was 16.4 percent. The container was last emptied 8 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday late at night. The container is almost empty. Over the last hour the fill level dropped slightly. Over the last three hours it rose slightly. On average over the last three hours it was almost empty. The container was emptied earlier today.
Kitchen 1,Paper,2019-02-07 05:00:00,2019-02-07,5,Thursday,False,Dinner,58.15,50,0.08,14.98360655737705,18.0,14.0,61,-1.2663934426229506,0.9336065573770487,16.669266701921384,8.833333333333334,23.295081967213115,8.311475409836065,HIGH,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 05:00. The container is currently 15.0 percent full. Over the last hour the fill level changed by -1.3 points. Over the last three hours it changed by 0.9 points. The average fill level in the last three hours was 16.7 percent. The container was last emptied 9 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday late at night. The container is almost empty. Over the last hour the fill level dropped slightly. Over the last three hours it stayed flat. On average over the last three hours it was almost empty. The container was emptied earlier today.
Kitchen 1,Paper,2019-02-07 06:00:00,2019-02-07,6,Thursday,False,Dinner,58.15,50,0.08,23.295081967213115,25.0,20.0,61,8.311475409836065,4.5208884188260186,18.176229508196723,9.833333333333334,23.548387096774192,0.25330512956107754,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 06:00. The container is currently 23.3 percent full. Over the last hour the fill level changed by 8.3 points. Over the last three hours it changed by 4.5 points. The average fill level in the last three hours was 18.2 percent. The container was last emptied 10 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the morning. The container is almost empty. Over the last hour the fill level rose. Over the last three hours it rose slightly. On average over the last three hours it was almost empty. The container was emptied earlier today.
Kitchen 1,Paper,2019-02-07 07:00:00,2019-02-07,7,Thursday,False,Dinner,58.15,50,0.08,23.548387096774192,25.0,18.0,62,0.25330512956107754,7.298387096774192,20.60902520712145,10.833333333333334,15.278688524590164,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 07:00. The container is currently 23.5 percent full. Over the last hour the fill level changed by 0.3 points. Over the last three hours it changed by 7.3 points. The average fill level in the last three hours was 20.6 percent. The container was last emptied 11 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the morning. The container is almost empty. Over the last hour the fill level stayed flat. Over the last three hours it rose. On average over the last three hours it was almost empty. The container was emptied earlier today.
Kitchen 1,Paper,2019-02-07 08:00:00,2019-02-07,8,Thursday,False,Dinner,58.15,50,0.08,15.278688524590164,17.0,15.0,61,-8.269698572184028,0.29508196721311464,20.707385862859155,11.833333333333334,17.838709677419356,2.560021152829192,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 08:00. The container is currently 15.3 percent full. Over the last hour the fill level changed by -8.3 points. Over the last three hours it changed by 0.3 points. The average fill level in the last three hours was 20.7 percent. The container was last emptied 12 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the morning. The container is almost empty. Over the last hour the fill level dropped. Over the last three hours it stayed flat. On average over the last three hours it was almost empty. The container was emptied earlier today.
Kitchen 1,Paper,2019-02-07 09:00:00,2019-02-07,9,Thursday,False,Dinner,58.15,50,0.08,17.838709677419356,22.0,15.0,62,2.560021152829192,-5.456372289793759,18.88859509959457,12.833333333333334,22.295081967213115,4.456372289793759,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 09:00. The container is currently 17.8 percent full. Over the last hour the fill level changed by 2.6 points. Over the last three hours it changed by -5.5 points. The average fill level in the last three hours was 18.9 percent. The container was last emptied 13 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the morning. The container is almost empty. Over the last hour the fill level rose slightly. Over the last three hours it dropped. On average over the last three hours it was almost empty. The container was emptied about a day ago.
Kitchen 1,Paper,2019-02-07 10:00:00,2019-02-07,10,Thursday,False,Dinner,58.15,50,0.08,22.295081967213115,25.0,13.0,61,4.456372289793759,-1.2533051295610775,18.47082672307421,13.833333333333334,26.508196721311474,4.21311475409836,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 10:00. The container is currently 22.3 percent full. Over the last hour the fill level changed by 4.5 points. Over the last three hours it changed by -1.3 points. The average fill level in the last three hours was 18.5 percent. The container was last emptied 14 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the morning. The container is almost empty. Over the last hour the fill level rose. Over the last three hours it stayed flat. On average over the last three hours it was almost empty. The container was emptied about a day ago.
Kitchen 1,Paper,2019-02-07 11:00:00,2019-02-07,11,Thursday,False,Dinner,58.15,50,0.08,26.508196721311474,46.0,14.0,61,4.21311475409836,11.22950819672131,22.213996121981314,14.833333333333334,44.442622950819676,17.9344262295082,HIGH,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 11:00. The container is currently 26.5 percent full. Over the last hour the fill level changed by 4.2 points. Over the last three hours it changed by 11.2 points. The average fill level in the last three hours was 22.2 percent. The container was last emptied 15 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the morning. The container is about a quarter full. Over the last hour the fill level rose. Over the last three hours it rose. On average over the last three hours it was almost empty. The container was emptied about a day ago.
Kitchen 1,Paper,2019-02-07 12:00:00,2019-02-07,12,Thursday,False,Dinner,58.15,50,0.08,44.442622950819676,47.0,38.0,61,17.9344262295082,26.60391327340032,31.08196721311475,15.833333333333334,46.854838709677416,2.412215758857741,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 12:00. The container is currently 44.4 percent full. Over the last hour the fill level changed by 17.9 points. Over the last three hours it changed by 26.6 points. The average fill level in the last three hours was 31.1 percent. The container was last emptied 16 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday around midday. The container is about a quarter full. Over the last hour the fill level rose sharply. Over the last three hours it rose sharply. On average over the last three hours it was about a quarter full. The container was emptied about a day ago.
Kitchen 1,Paper,2019-02-07 13:00:00,2019-02-07,13,Thursday,False,Dinner,58.15,50,0.08,46.854838709677416,51.0,30.0,62,2.412215758857741,24.5597567424643,39.26855279393619,16.833333333333332,44.78688524590164,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 13:00. The container is currently 46.9 percent full. Over the last hour the fill level changed by 2.4 points. Over the last three hours it changed by 24.6 points. The average fill level in the last three hours was 39.3 percent. The container was last emptied 17 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday around midday. The container is about half full. Over the last hour the fill level rose slightly. Over the last three hours it rose sharply. On average over the last three hours it was about a quarter full. The container was emptied about a day ago.
Kitchen 1,Paper,2019-02-07 14:00:00,2019-02-07,14,Thursday,False,Dinner,58.15,50,0.08,44.78688524590164,52.0,32.0,61,-2.0679534637757797,18.278688524590162,45.36144896879958,17.833333333333332,26.086206896551722,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 14:00. The container is currently 44.8 percent full. Over the last hour the fill level changed by -2.1 points. Over the last three hours it changed by 18.3 points. The average fill level in the last three hours was 45.4 percent. The container was last emptied 18 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday around midday. The container is about a quarter full. Over the last hour the fill level dropped slightly. Over the last three hours it rose sharply. On average over the last three hours it was about half full. The container was emptied about a day ago.
Kitchen 1,Paper,2019-02-07 15:00:00,2019-02-07,15,Thursday,False,Dinner,58.15,50,0.08,26.086206896551722,50.0,0.0,58,-18.700678349349914,-18.356416054267953,39.24264361737692,18.833333333333332,28.25,2.1637931034482776,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 15:00. The container is currently 26.1 percent full. Over the last hour the fill level changed by -18.7 points. Over the last three hours it changed by -18.4 points. The average fill level in the last three hours was 39.2 percent. The container was last emptied 19 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the afternoon. The container is about a quarter full. Over the last hour the fill level dropped sharply. Over the last three hours it dropped sharply. On average over the last three hours it was about a quarter full. The container was emptied about a day ago.
Kitchen 1,Paper,2019-02-07 18:00:00,2019-02-07,18,Thursday,False,Dinner,58.15,50,0.08,76.81818181818181,77.0,76.0,11,,50.73197492163009,52.53409090909091,21.833333333333332,76.21311475409836,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 18:00. The container is currently 76.8 percent full. The change over the last hour is not available. Over the last three hours it changed by 50.7 points. The average fill level in the last three hours was 52.5 percent. The container was last emptied 22 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the afternoon. The container is more than half full. The change over the last hour is not available. Over the last three hours it rose sharply. On average over the last three hours it was about half full. The container was emptied about a day ago.
Kitchen 1,Paper,2019-02-07 19:00:00,2019-02-07,19,Thursday,False,Dinner,58.15,50,0.08,76.21311475409836,77.0,75.0,61,-0.6050670640834568,47.963114754098356,76.51564828614008,22.833333333333332,74.93442622950819,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 19:00. The container is currently 76.2 percent full. Over the last hour the fill level changed by -0.6 points. Over the last three hours it changed by 48.0 points. The average fill level in the last three hours was 76.5 percent. The container was last emptied 23 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the evening. The container is more than half full. Over the last hour the fill level stayed flat. Over the last three hours it rose sharply. On average over the last three hours it was more than half full. The container was emptied about a day ago.
Kitchen 1,Paper,2019-02-07 20:00:00,2019-02-07,20,Thursday,False,Dinner,58.15,50,0.08,74.93442622950819,76.0,74.0,61,-1.2786885245901658,,75.98857426726279,23.833333333333332,41.31147540983606,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds paper and its nominal volume is 0.08 cubic meters. It is thursday at 20:00. The container is currently 74.9 percent full. Over the last hour the fill level changed by -1.3 points. The change over the last three hours is not available. The average fill level in the last three hours was 76.0 percent. The container was last emptied 24 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds paper. It is thursday in the evening. The container is more than half full. Over the last hour the fill level dropped slightly. The change over the last three hours is not available. On average over the last three hours it was more than half full. The container was emptied about a day ago.
